,name,num_matches,ratio,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,_1stwon_1stIn,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
1227,FABIANO DE PAULA,26,34.61538461538461,34.61538461538461,0.0,0.0,R,M,BRA,1989.0,184.53846153846155,98.49019607843137,1.86,60.71152358855375,3.17,48.03,6.2,9.39,68.11
1228,FABIEN REBOUL,71,43.66197183098591,41.269841269841265,8.0,62.5,U,M,FRA,1995.0,186.96153846153845,99.03024193548387,12.65,67.23434979719634,7.49,47.9,5.95,7.29,67.42
1230,FABIO FOGNINI,287,57.8397212543554,60.3448275862069,55.0,47.27272727272727,R,M,ITA,1987.0,178.0,110.1660111520462,7.45,68.3650298041442,8.42,49.79,11.6,6.04,68.24
1231,FABRICE MARTIN,16,31.25,31.25,0.0,0.0,R,M,FRA,1986.0,186.96153846153845,80.35454545454544,20.03,71.50537634408603,6.18,50.0,14.35,5.6,76.04
1232,FABRICIO NEIS,54,46.2962962962963,47.16981132075472,1.0,0.0,U,M,BRA,1990.0,184.53846153846155,88.52206896551724,13.53,72.05452775073027,11.54,48.57,4.08,8.85,68.09
1233,FABRIZIO ORNAGO,54,33.33333333333333,36.84210526315789,16.0,25.0,U,M,ITA,1992.0,185.7058823529412,103.76388888888889,8.89,67.84347086346236,8.29,48.37,9.95,6.19,70.72
1234,FACUNDO ARGUELLO,163,46.012269938650306,46.875,3.0,0.0,R,M,ARG,1992.0,184.5,102.2,5.2,66.72006990969997,6.41,49.92,5.16,6.02,65.02
1235,FACUNDO BAGNIS,357,61.06442577030813,60.2996254681648,90.0,63.33333333333333,L,M,ARG,1990.0,183.0,104.75724374628737,10.49,70.23097214180017,8.32,51.33,7.35,7.19,66.07
1236,FACUNDO DIAZ ACOSTA,37,51.35135135135135,53.84615384615385,24.0,50.0,L,M,ARG,2001.0,184.5,94.26461988304094,9.05,68.33922261484099,10.32,49.74,3.62,5.82,64.35
1237,FACUNDO MENA,152,44.73684210526316,50.0,50.0,34.0,R,M,ARG,1992.0,184.5,91.79586834733894,11.27,68.63734679163662,8.09,47.04,6.33,6.87,67.31
1238,FAJING SUN,66,33.33333333333333,32.8125,2.0,50.0,U,M,CHN,1996.0,183.66666666666663,89.29545454545455,6.21,65.96464836404662,5.6,49.2,9.87,5.1,69.03
1239,FANG YING XUN,264,55.68181818181818,55.601659751037346,23.0,56.52173913043478,U,F,CHN,1995.0,174.8,64.99119134833421,9.41,53.946304677883546,9.95,46.98,3.2,7.48,45.2
1240,FANGZHOU LIU,235,57.446808510638306,57.692307692307686,1.0,0.0,R,F,CHN,1995.0,174.8,66.22962962962963,8.41,52.86094706958359,3.41,41.41,3.82,7.36,49.33
1241,FANNI GECSEK,14,7.142857142857142,7.142857142857142,0.0,0.0,U,F,HUN,2001.0,175.5,60.5,2.28,22.76707530647986,2.28,25.66,0.33,1.0,14.31
1243,FANNY OSTLUND,237,56.540084388185655,58.42105263157895,47.0,48.93617021276596,R,F,SWE,1997.0,173.5,60.432038834951456,1.01,30.950937227116587,4.03,22.19,1.25,2.84,17.81
1244,FANNY STOLLAR,203,48.76847290640394,47.701149425287355,29.0,55.172413793103445,R,F,HUN,1998.0,172.0,72.4660062160062,12.18,57.93995428316614,9.91,46.14,5.02,7.51,55.06
1248,FARRUKH DUSTOV,50,32.0,32.0,0.0,0.0,R,M,UZB,1986.0,196.0,91.17830882352942,11.14,66.91336525903353,4.66,43.22,11.81,6.46,71.92
1249,FATMA AL NABHANI,186,54.83870967741935,55.13513513513514,1.0,0.0,R,F,OMA,1991.0,172.13786827469158,61.05742296918767,4.56,35.50707820840102,10.68,48.53,2.12,4.05,26.57
1251,FEDERICA BILARDO,167,55.08982035928144,53.03030303030303,35.0,62.857142857142854,U,F,ITA,1999.0,166.83333333333334,60.32666666666667,1.0,14.266396213657877,3.03,9.81,1.14,3.7,23.63
1252,FEDERICA DI SARRA,213,61.97183098591549,58.992805755395686,74.0,67.56756756756756,R,F,ITA,1990.0,166.83333333333334,61.91077441077441,0.89,65.56383026559391,5.59,58.66,1.75,5.76,35.87
1255,FEDERICA ROSSI,90,60.0,33.33333333333333,66.0,69.6969696969697,U,F,ITA,2001.0,166.83333333333334,61.125,1.98,30.621842915720876,9.9,36.33,0.89,1.67,15.19
1258,FEDERICO CORIA,304,56.57894736842105,57.971014492753625,97.0,53.608247422680414,R,M,ARG,1992.0,184.5,99.62658562367864,3.77,63.323402846739484,4.91,49.92,5.48,7.01,64.93
1259,FEDERICO DELBONIS,300,58.333333333333336,58.44748858447488,81.0,58.0246913580247,L,M,ARG,1990.0,190.0,112.51657142857142,7.61,69.7374903230347,7.62,52.04,8.17,6.32,68.93
1260,FEDERICO GAIO,357,49.57983193277311,49.62686567164179,89.0,49.43820224719101,R,M,ITA,1992.0,185.7058823529412,97.34091337099812,11.62,71.08777019591706,8.75,50.6,8.71,6.54,69.1
1261,FEDERICO ZEBALLOS,60,40.0,40.816326530612244,11.0,36.36363636363637,U,M,BOL,1988.0,185.6747825006256,89.5,9.04,67.4621385956861,9.55,48.49,10.36,7.75,67.12
1262,FELICIANO LOPEZ,243,48.971193415637856,52.0618556701031,49.0,36.734693877551024,L,M,ESP,1981.0,188.0,108.7078476551911,23.51,77.11240801826948,7.53,50.54,17.86,6.18,74.45
1263,FELIPE MANTILLA,52,42.30769230769231,42.30769230769231,0.0,0.0,R,M,COL,1993.0,188.0,96.78333333333333,7.9,66.5092314297982,6.61,50.94,9.01,10.49,70.19
1264,FELIPE MELIGENI RODRIGUES ALVES,92,52.17391304347826,29.166666666666668,68.0,60.29411764705882,R,M,BRA,1998.0,184.53846153846155,93.16003787878788,5.15,63.757749165474486,3.7,52.33,8.13,6.36,67.25
1265,FELIX AUGER ALIASSIME,273,59.34065934065934,60.0,88.0,57.95454545454546,R,M,CAN,2000.0,193.0,106.80113446780113,15.57,73.39684014869889,8.6,49.4,8.48,6.32,68.93
1266,FELIX CORWIN,24,45.83333333333333,43.75,8.0,50.0,U,M,USA,1996.0,187.53125,100.9090909090909,15.9,72.03219315895373,14.69,44.17,8.15,9.02,68.0
1268,FERNANDA BRITO,248,79.83870967741935,79.83870967741935,0.0,0.0,R,F,CHI,1992.0,172.13786827469158,60.900808080808076,0.42,51.06376437025496,7.23,38.21,0.96,3.86,21.29
1269,FERNANDA CONTRERAS GOMEZ,83,68.67469879518072,76.19047619047619,41.0,60.97560975609756,R,F,MEX,1997.0,172.13786827469158,61.82085020242915,3.64,48.19734345351044,3.57,55.55,2.37,6.11,34.95
1271,FERNANDO ROMBOLI,49,36.734693877551024,37.5,1.0,0.0,R,M,BRA,1989.0,180.0,83.47759856630825,8.73,66.52474720596062,9.15,47.34,10.67,9.05,73.62
1272,FERNANDO VERDASCO,250,50.4,52.46636771300448,27.0,33.33333333333333,L,M,ESP,1983.0,188.0,111.10349462365592,11.7,71.04592821304514,7.23,49.38,9.29,5.91,69.77
1274,FILIP CRISTIAN JIANU,58,53.44827586206896,60.0,48.0,52.083333333333336,U,M,ROU,2001.0,186.8,95.33691756272401,6.23,65.76402321083172,4.8,49.97,7.23,6.57,67.15
1275,FILIP HORANSKY,245,51.83673469387755,53.75722543352601,72.0,47.22222222222222,R,M,SVK,1993.0,189.28571428571428,88.04307353529961,6.66,65.63780387872166,7.09,46.94,6.15,6.2,66.05
1276,FILIP KRAJINOVIC,276,64.4927536231884,67.12328767123287,57.0,54.385964912280706,R,M,SRB,1992.0,185.0,99.9828594359092,8.77,69.11958160305338,3.26,52.38,13.74,6.87,68.08
1277,FILIP PELIWO,166,43.97590361445783,44.936708860759495,8.0,25.0,R,M,CAN,1994.0,188.57142857142856,86.75909559581676,8.64,65.76673866090714,9.43,46.44,10.58,7.72,68.76
1278,FILIP VEGER,16,43.75,43.75,0.0,0.0,R,M,CRO,1995.0,194.0,81.19841269841271,8.39,64.7226173541963,4.98,48.9,13.14,11.95,68.6
1279,FILIPPO BALDI,158,46.835443037974684,50.3875968992248,29.0,31.03448275862069,R,M,ITA,1996.0,185.7058823529412,97.80485842985843,5.09,66.7783436076119,5.84,50.29,9.65,6.77,69.67
1280,FILIPPO VOLANDRI,40,50.0,50.0,0.0,0.0,R,M,ITA,1981.0,183.0,92.725,0.58,62.36220472440945,3.88,48.85,8.08,6.9,65.74
1281,FINN TEARNEY,29,31.03448275862069,28.57142857142857,1.0,100.0,R,M,NZL,1990.0,183.0,87.46666666666667,4.68,62.1317157712305,13.08,41.68,10.79,7.68,65.4
1282,FIONA CODINO,159,27.67295597484277,26.89655172413793,14.0,35.714285714285715,R,F,FRA,1995.0,173.36363636363637,60.313043478260866,0.0,22.77801328246432,6.47,10.82,0.8,1.63,10.49
1283,FIONA FERRO,271,54.24354243542435,54.26008968609865,48.0,54.166666666666664,R,F,FRA,1997.0,170.0,81.4338106210226,2.32,53.40306771804645,5.07,43.2,4.52,7.43,52.24
1284,FIONA GANZ,116,45.689655172413794,45.33333333333333,41.0,46.34146341463415,U,F,SUI,2000.0,171.33333333333334,60.668763102725364,4.62,54.85434693955502,17.79,59.73,1.11,2.82,18.2
1288,FLAVIA GUIMARAES BUENO,40,25.0,25.0,0.0,0.0,U,F,BRA,1992.0,172.13786827469158,60.43333333333334,1.91,37.85813582864716,11.45,41.46,1.0,3.06,16.43
1290,FLAVIO CIPOLLA,34,44.11764705882353,44.11764705882353,0.0,0.0,R,M,ITA,1984.0,173.0,91.17017543859649,2.18,59.75757575757575,5.39,50.15,7.32,7.6,64.74
1291,FLAVIO COBOLLI,42,47.61904761904761,0.0,41.0,48.78048780487805,U,M,ITA,2002.0,185.7058823529412,104.45227272727273,7.61,65.63614744351962,8.86,49.03,5.13,5.13,62.96
1293,FLORENCIA ROSSI,17,64.70588235294117,64.70588235294117,0.0,0.0,U,F,URU,1998.0,172.13786827469158,62.77272727272727,0.0,35.4137984691957,8.3,14.57,1.35,8.28,24.74
1294,FLORIAN MAYER,119,47.05882352941176,47.05882352941176,0.0,0.0,R,M,GER,1983.0,190.0,88.79265873015873,9.77,70.17411052233157,4.01,51.09,14.42,6.95,71.45
1295,FRANCES ALTICK,15,40.0,40.0,0.0,0.0,U,F,USA,1994.0,173.1818181818182,61.111111111111114,0.0,33.47022295576988,0.0,2.49,2.98,6.3,32.6
1296,FRANCES TIAFOE,320,55.93749999999999,55.69620253164557,83.0,56.62650602409639,R,M,USA,1998.0,188.0,107.98932208090653,12.5,71.16293067373354,5.04,51.91,16.1,6.59,71.44
1300,FRANCESCA DI LORENZO,217,52.995391705069125,58.720930232558146,45.0,31.11111111111111,L,F,USA,1997.0,173.1818181818182,73.0507672634271,2.21,56.00551736962067,6.71,39.6,3.69,7.24,52.88
1302,FRANCESCA JONES,199,61.80904522613066,61.417322834645674,72.0,62.5,R,F,GBR,2000.0,177.71428571428572,64.22443303380402,1.01,64.49735803246365,11.85,46.42,2.47,4.89,33.6
1304,FRANCESCA SCHIAVONE,86,48.837209302325576,48.837209302325576,0.0,0.0,R,F,ITA,1980.0,166.0,92.53354978354979,5.27,61.398809523809526,12.41,44.65,4.47,8.11,60.26
1307,FRANCESCO FERRARI,21,23.809523809523807,23.809523809523807,0.0,0.0,U,M,ITA,1997.0,185.7058823529412,85.81875,3.32,61.859582542694504,4.84,47.33,10.32,6.81,67.7
1308,FRANCESCO FORTI,59,54.23728813559322,53.84615384615385,33.0,54.54545454545454,R,M,ITA,1999.0,185.7058823529412,100.375,10.79,69.04276985743381,8.31,50.45,6.6,7.11,69.13
1309,FRANCESCO PASSARO,13,30.76923076923077,0.0,12.0,33.33333333333333,R,M,ITA,2001.0,185.7058823529412,92.61111111111111,3.88,64.12742382271468,6.93,48.73,4.33,4.18,69.04
1310,FRANCESCO VILARDO,35,51.42857142857142,51.42857142857142,0.0,0.0,R,M,ITA,1990.0,185.7058823529412,91.83660130718954,6.58,68.83963494132985,5.15,51.38,10.74,7.09,67.09
1311,FRANCISCA JORGE,185,55.13513513513514,55.46218487394958,66.0,54.54545454545454,U,F,POR,2000.0,165.0,61.14121190644933,3.91,54.7498777429977,2.07,35.95,1.62,2.8,23.3
1312,FRANCISCO CABRAL,13,15.384615384615385,0.0,7.0,28.57142857142857,U,M,POR,1997.0,179.8,93.29545454545455,8.82,61.0752688172043,5.16,47.26,4.77,7.05,71.16
1313,FRANCISCO CERUNDOLO,114,63.1578947368421,52.63157894736842,76.0,68.42105263157895,R,M,ARG,1998.0,184.5,100.56448412698413,4.11,65.3811819317979,5.28,49.5,4.25,5.16,63.03
1314,FRANCO AGAMENONE,54,46.2962962962963,40.0,14.0,64.28571428571429,U,M,ARG,1993.0,184.5,93.89379310344827,2.96,63.63999999999999,7.92,43.96,2.83,6.61,65.48
1315,FRANCOISE ABANDA,183,57.377049180327866,55.769230769230774,27.0,66.66666666666666,R,F,CAN,1997.0,172.75,69.96630036630037,5.42,60.66979083323808,6.41,45.1,3.99,7.03,51.26
1316,FRANK DANCEVIC,95,53.68421052631579,54.25531914893617,1.0,0.0,R,M,CAN,1984.0,185.0,85.61140819964349,14.69,72.74987085366013,5.81,51.33,14.28,6.41,72.33
1317,FRANK MOSER,11,45.45454545454545,45.45454545454545,0.0,0.0,R,M,GER,1977.0,193.0,84.08333333333334,13.51,72.97297297297297,4.95,47.16,15.74,10.15,73.1
1318,FRANKO SKUGOR,134,52.23880597014925,52.23880597014925,0.0,0.0,R,M,CRO,1987.0,193.0,97.43325892857143,13.25,72.4222989639862,4.19,48.78,9.7,6.53,69.65
1321,FRED SIMONSSON,23,47.82608695652174,47.82608695652174,0.0,0.0,R,M,SWE,1995.0,185.33333333333331,94.29924242424244,14.26,71.2022367194781,12.49,48.59,7.72,6.12,69.59
1322,FREDERICO FERREIRA SILVA,188,53.191489361702125,53.78151260504202,69.0,52.17391304347826,L,M,POR,1995.0,179.8,104.36204545454545,7.41,66.41657734905323,4.5,51.28,10.3,6.99,67.27
1323,FREDERICO GIL,14,28.57142857142857,28.57142857142857,0.0,0.0,R,M,POR,1985.0,178.0,81.55,6.88,62.708333333333336,5.62,46.05,9.52,8.9,71.01
1324,FREDERIK NIELSEN,127,61.417322834645674,62.096774193548384,3.0,33.33333333333333,R,M,DEN,1983.0,190.0,92.75274725274726,9.77,69.5364238410596,7.34,50.88,8.44,8.27,67.49
1325,FREYA CHRISTIE,186,41.39784946236559,43.70860927152318,35.0,31.428571428571427,U,F,GBR,1997.0,177.71428571428572,60.87614678899082,4.09,27.297434664459608,6.51,22.03,2.17,4.45,32.3
1327,GABOR BORSOS,23,34.78260869565217,34.78260869565217,0.0,0.0,U,M,HUN,1991.0,184.0,83.64166666666667,9.22,64.84295845997974,7.29,47.93,7.27,7.06,70.64
1328,GABRIEL ALEJANDRO HIDALGO,11,45.45454545454545,45.45454545454545,0.0,0.0,R,M,ARG,1990.0,184.5,94.06666666666666,2.39,64.20824295010846,7.59,51.07,4.35,7.49,65.94
1331,GABRIELA CE,272,51.470588235294116,56.9377990430622,63.0,33.33333333333333,L,F,BRA,1993.0,172.13786827469158,64.56699134199134,0.11,54.556909537245524,11.4,41.91,2.64,5.84,42.96
1332,GABRIELA DABROWSKI,90,37.77777777777778,42.66666666666667,15.0,13.333333333333334,R,F,CAN,1992.0,172.75,75.74159663865547,7.75,60.05461767626614,6.31,42.57,4.56,7.42,59.12
1336,GABRIELA NICOLE TATARUS,116,43.96551724137931,43.75,4.0,50.0,U,F,ROU,1999.0,173.71428571428572,60.43846153846154,1.2,34.830915165417075,3.6,18.65,0.86,2.6,13.32
1338,GABRIELA TALABA,189,57.14285714285714,59.055118110236215,62.0,53.2258064516129,L,F,ROU,1995.0,173.71428571428572,64.31172839506173,3.7,68.67469879518072,10.71,65.57,2.58,6.16,43.87
1341,GABRIELLA DA SILVA FICK,95,43.15789473684211,45.23809523809524,11.0,27.27272727272727,R,F,AUS,2000.0,170.85714285714286,60.62037037037037,4.49,57.63838654403346,12.6,67.84,2.58,4.83,34.59
1343,GABRIELLA PRICE,48,47.91666666666667,46.666666666666664,33.0,48.484848484848484,R,F,USA,2003.0,173.1818181818182,60.848695652173916,0.0,58.74363327674024,6.62,44.14,3.04,3.77,25.18
1344,GABRIELLA TAYLOR,182,59.34065934065934,59.64912280701754,11.0,54.54545454545454,R,F,GBR,1998.0,177.71428571428572,61.43943943943944,3.42,58.546337495164735,14.94,53.68,3.18,5.65,38.42
1345,GAEL MONFILS,251,63.34661354581673,65.07177033492823,42.0,54.761904761904766,R,M,FRA,1986.0,193.0,107.47586819797648,14.89,72.19151785617524,7.58,49.78,7.53,5.79,68.08
1347,GAGE BRYMER,18,22.22222222222222,12.5,10.0,30.0,U,M,USA,1995.0,187.53125,87.98214285714286,3.23,60.24258760107817,5.12,51.19,12.38,5.58,69.66
1350,GAIL BRODSKY,40,55.00000000000001,55.00000000000001,0.0,0.0,R,F,USA,1991.0,173.1818181818182,62.035353535353536,5.41,50.104791511021915,8.16,45.9,2.29,4.99,39.29
1353,GALINA VOSKOBOEVA,44,43.18181818181818,43.18181818181818,0.0,0.0,R,F,KAZ,1985.0,183.0,73.2421052631579,6.02,47.10941232680363,4.63,40.83,3.14,8.16,52.12
1354,GANNA POZNIKHIRENKO,208,59.13461538461539,59.375,48.0,58.333333333333336,R,F,UKR,1994.0,173.75,60.25604973696795,0.01,33.42038876864624,7.49,45.84,2.08,5.81,35.31
1356,GARBINE MUGURUZA,296,66.21621621621621,64.0909090909091,76.0,72.36842105263158,R,F,ESP,1993.0,182.0,95.8780612244898,7.62,66.51987982736837,6.42,47.31,6.79,8.22,61.63
1357,GASTAO ELIAS,275,53.81818181818182,52.36051502145923,42.0,61.904761904761905,R,M,POR,1990.0,178.0,104.98220366035326,8.91,69.93909644577766,6.64,49.83,5.16,6.53,65.81
1358,GAVIN VAN PEPERZEEL,33,51.515151515151516,51.515151515151516,0.0,0.0,R,M,AUS,1992.0,187.07692307692307,84.58639705882354,11.61,67.60204081632652,6.95,47.07,11.87,6.85,68.75
1361,GENARO ALBERTO OLIVIERI,49,57.14285714285714,48.0,24.0,66.66666666666666,U,M,ARG,1998.0,184.5,103.25595238095238,5.77,65.5868544600939,5.63,50.31,4.82,5.9,64.07
1363,GEOFFREY BLANCANEAUX,144,39.58333333333333,36.95652173913043,52.0,44.230769230769226,R,M,FRA,1998.0,186.96153846153845,95.71899576527525,5.96,65.30128103748221,7.99,47.73,7.13,7.02,67.43
1364,GEORGE VON MASSOW,32,53.125,53.125,0.0,0.0,R,M,GER,1990.0,187.44,85.06862745098039,15.25,71.69811320754717,6.26,47.05,11.68,7.44,69.65
1365,GEORGIA ANDREEA CRACIUN,201,68.65671641791045,72.09302325581395,29.0,48.275862068965516,U,F,ROU,1999.0,173.71428571428572,60.26293995859213,5.29,59.37395937395937,15.05,31.71,1.28,3.76,23.54
1366,GEORGIA BRESCIA,164,54.268292682926834,54.268292682926834,0.0,0.0,R,F,ITA,1996.0,166.83333333333334,60.39333333333333,0.0,22.706150981725408,1.95,19.24,2.53,5.57,37.46
1369,GEORGINA GARCIA PEREZ,268,61.940298507462686,61.33333333333333,43.0,65.11627906976744,U,F,ESP,1992.0,172.25,71.3111268603827,16.63,66.7231423023745,6.59,59.02,2.71,7.39,52.3
1370,GERALD MELZER,189,59.78835978835979,60.32608695652174,5.0,40.0,L,M,AUT,1990.0,185.2,94.95522822543083,8.28,69.1660869321289,5.7,53.36,11.39,6.88,68.79
1371,GERARD GRANOLLERS,95,41.05263157894737,41.48936170212766,1.0,0.0,R,M,ESP,1989.0,182.65217391304347,94.79441391941393,4.53,66.402129921025,6.6,49.86,10.26,6.16,69.34
1372,GERARDO LOPEZ VILLASENOR,29,37.93103448275862,36.36363636363637,7.0,42.857142857142854,U,M,MEX,1995.0,183.33333333333331,99.31565656565657,7.87,68.45588235294117,6.54,49.94,15.53,11.17,73.62
1374,GERMAIN GIGOUNON,47,51.06382978723404,51.06382978723404,0.0,0.0,R,M,BEL,1989.0,173.66666666666666,94.8125,4.8,64.5083932853717,3.88,48.01,6.19,7.34,64.69
1377,GIAN MARCO MORONI,189,50.264550264550266,51.49253731343284,55.0,47.27272727272727,R,M,ITA,1998.0,185.7058823529412,107.23784994400896,4.94,66.12335834896811,8.43,47.72,4.56,6.34,64.9
1378,GIANLUCA DI NICOLA,52,48.07692307692308,48.07692307692308,0.0,0.0,U,M,ITA,1996.0,185.7058823529412,89.16592592592593,3.2,65.37777777777778,8.31,48.33,13.2,9.23,66.27
1379,GIANLUCA MAGER,308,56.16883116883117,57.87234042553191,73.0,50.68493150684932,R,M,ITA,1994.0,185.0,94.36345536287732,13.7,71.73452398970788,6.83,50.13,9.3,6.33,68.58
1380,GIANLUCA NASO,18,38.88888888888889,38.88888888888889,0.0,0.0,R,M,ITA,1987.0,185.7058823529412,93.22727272727272,8.64,62.96296296296296,6.17,46.13,7.31,6.38,67.55
1381,GIANLUIGI QUINZI,160,53.125,53.125,0.0,0.0,L,M,ITA,1996.0,185.7058823529412,98.86980392156863,7.79,68.57099788965934,5.05,51.37,10.69,6.19,66.36
1383,GIANNI MINA,33,54.54545454545454,54.54545454545454,0.0,0.0,R,M,FRA,1992.0,185.0,93.03888888888889,10.03,68.08080808080808,4.11,52.37,9.4,7.18,68.3
1384,GIBRIL DIARRA,30,36.666666666666664,36.666666666666664,0.0,0.0,U,M,AUT,1990.0,185.2,81.45215311004785,13.4,71.35636057287279,7.92,48.12,9.91,8.29,70.0
1385,GIJS BROUWER,32,43.75,46.666666666666664,2.0,0.0,L,M,NED,1996.0,190.25,88.56746031746032,8.53,65.7633840052875,6.94,50.59,11.48,5.98,68.8
1386,GILLES MULLER,140,55.00000000000001,55.00000000000001,0.0,0.0,L,M,LUX,1983.0,193.0,109.07142857142857,29.83,80.10460731106073,8.01,50.64,16.53,6.24,75.6
1387,GILLES SIMON,270,48.51851851851852,51.37614678899083,52.0,36.53846153846153,R,M,FRA,1984.0,183.0,115.52122576747762,7.5,68.02113277911585,5.55,49.98,11.11,5.58,68.33
1396,GIOVANNI FONIO,29,41.37931034482759,31.57894736842105,10.0,60.0,U,M,ITA,1998.0,185.7058823529412,88.09803921568627,8.03,69.56521739130434,8.44,49.8,11.65,5.83,72.96
1397,GIOVANNI LAPENTTI,30,26.666666666666668,26.666666666666668,0.0,0.0,R,M,ECU,1983.0,193.0,90.4715909090909,6.41,65.67055393586006,6.2,46.76,11.17,7.45,73.52
1401,GIULIA GATTO MONTICONE,291,60.13745704467354,63.40425531914894,56.0,46.42857142857143,R,F,ITA,1987.0,166.83333333333334,69.27783251231527,0.22,55.09899805803601,7.46,39.09,2.99,6.57,44.97
1403,GIULIA PAIRONE,13,46.15384615384615,46.15384615384615,0.0,0.0,R,F,ITA,1996.0,166.83333333333334,66.14285714285714,2.05,33.821376281112734,13.32,43.33,2.86,3.31,23.46
1407,GIULIANA OLMOS,142,53.52112676056338,54.961832061068705,11.0,36.36363636363637,R,F,MEX,1993.0,172.13786827469158,70.74641148325358,1.38,61.71055333778466,3.44,35.31,4.37,7.76,52.87
1408,GIULIO ZEPPIERI,88,53.40909090909091,50.0,60.0,55.00000000000001,L,M,ITA,2002.0,185.7058823529412,96.9862480539699,8.03,68.70073735062293,4.37,52.2,6.47,6.17,68.1
1410,GLEB SAKHAROV,153,49.01960784313725,49.01960784313725,0.0,0.0,R,M,FRA,1988.0,186.96153846153845,95.27589743589743,10.18,69.61865742199811,5.36,48.38,10.72,6.22,68.95
1413,GO SOEDA,289,55.36332179930796,58.52713178294574,31.0,29.03225806451613,R,M,JPN,1984.0,178.0,92.99144864341085,7.99,69.79201056454275,4.99,51.77,12.2,6.37,68.88
1414,GONCALO OLIVEIRA,228,36.84210526315789,37.714285714285715,53.0,33.9622641509434,L,M,POR,1995.0,179.8,96.27876984126983,6.28,64.27184466019418,6.65,50.46,10.67,6.6,70.79
1415,GONZALES AUSTIN,17,70.58823529411765,70.58823529411765,0.0,0.0,L,M,HAI,1992.0,185.6747825006256,87.375,7.55,70.10785824345146,4.62,52.19,6.96,8.99,67.1
1416,GONZALO ESCOBAR,165,52.121212121212125,54.14012738853503,8.0,12.5,L,M,ECU,1989.0,193.0,95.23719458345599,5.4,66.66666666666666,5.77,52.61,11.77,9.16,68.17
1417,GONZALO LAMA,106,51.886792452830186,53.191489361702125,12.0,41.66666666666667,R,M,CHI,1993.0,185.0,95.13244206773618,5.04,66.41299876593995,5.27,51.97,8.28,6.04,68.09
1418,GONZALO VILLANUEVA,63,49.2063492063492,48.93617021276596,16.0,50.0,R,M,ARG,1995.0,184.5,101.62046370967741,5.01,63.40378197997776,5.71,48.68,7.32,7.47,66.17
1419,GOVIND NANDA,12,33.33333333333333,20.0,7.0,42.857142857142854,R,M,USA,2001.0,187.53125,96.875,5.58,62.396694214876035,4.34,46.89,10.74,6.95,69.05
1420,GOZAL AINITDINOVA,240,55.833333333333336,56.00000000000001,65.0,55.38461538461539,U,F,KAZ,1998.0,174.71428571428572,60.07075471698113,0.01,21.009910335063708,2.0,20.5,1.37,4.18,23.65
1422,GRACE MIN,241,56.43153526970954,56.52173913043478,57.0,56.14035087719298,R,F,USA,1994.0,173.1818181818182,68.01039915966388,1.43,56.41246341883285,3.01,39.92,4.38,7.11,53.43
1425,GREETJE MINNEN,264,63.63636363636363,67.01570680628272,73.0,54.794520547945204,R,F,BEL,1997.0,174.8,73.37946428571428,6.81,55.705811113650014,6.32,48.98,3.67,6.85,45.44
1426,GREG JONES,48,50.0,50.0,0.0,0.0,R,M,AUS,1989.0,190.0,99.125,14.0,70.26390197926484,8.91,49.59,10.2,8.71,71.03
1427,GREGA ZEMLJA,84,51.19047619047619,51.19047619047619,0.0,0.0,R,M,SLO,1986.0,183.0,86.15570051049347,18.98,73.39705215015978,7.13,49.1,11.75,6.91,71.79
1428,GREGOIRE BARRERE,257,55.252918287937746,55.497382198952884,66.0,54.54545454545454,R,M,FRA,1994.0,183.0,92.51821800367422,11.71,71.20859736588518,5.77,50.19,12.83,6.82,70.45
1429,GREGOIRE JACQ,57,47.368421052631575,47.368421052631575,0.0,0.0,U,M,FRA,1993.0,186.96153846153845,86.26851851851852,5.41,64.82328482328482,8.02,48.68,6.43,5.4,66.09
1430,GRETA ARN,76,53.94736842105263,55.072463768115945,7.0,42.857142857142854,R,F,HUN,1979.0,175.5,67.23344947735191,10.84,65.60711036409957,12.57,50.08,4.62,8.04,53.8
1432,GRIGOR DIMITROV,280,61.07142857142858,61.88340807174888,57.0,57.89473684210527,R,M,BUL,1991.0,188.0,118.16983207253608,12.81,74.11226030972499,7.6,50.56,11.5,5.54,69.85
